Date of Birth,Gender,Location,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Duration,Age,Age Group,Engagement Metrics Numeric,Usage Frequency Numeric,Purchase History Numeric
1963-09-07,Female,Jonesmouth,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,High,4.4,7,365 days,61,61+,2,,0
1970-03-09,Male,East Kayla,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,High,3.5,10,365 days,54,46-55,2,0.0,0
2006-01-11,Female,Port Jamieborough,Annual,Visa,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,0,365 days,18,18-25,1,,1
1978-08-06,Male,Smithstad,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,4.0,6,365 days,46,46-55,1,,0
1972-02-20,Male,New Kim,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Low,3.5,8,365 days,52,46-55,0,0.0,2
1938-01-30,Male,Jasonland,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smartphone,Low,3.7,4,365 days,86,61+,0,,0
1960-04-06,Male,Palmermouth,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.7,10,365 days,64,61+,1,0.0,1
1957-10-21,Female,South Angelicaburgh,Monthly,Visa,Manual,Regular,Clothing,Comedy,Smart TV,Medium,4.3,3,365 days,67,61+,1,0.0,2
1976-09-14,Male,Jamesshire,Monthly,Visa,Manual,Regular,Electronics,Horror,Smartphone,Low,3.3,2,365 days,48,46-55,0,0.0,1
1954-07-01,Female,Richardchester,Monthly,Amex,Manual,Frequent,Clothing,Drama,Tablet,Low,4.1,9,365 days,70,61+,0,1.0,2
1994-08-12,Female,Meganbury,Annual,Mastercard,Manual,Regular,Electronics,Drama,Smartphone,Low,3.1,3,365 days,30,26-35,0,0.0,1
1990-03-02,Male,Mullinsmouth,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,4.9,8,365 days,34,26-35,1,0.0,1
1941-01-21,Male,Stanleyberg,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,3.0,10,365 days,83,61+,1,,1
1986-06-26,Female,Marktown,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.7,1,365 days,38,36-45,1,,2
1986-10-25,Female,Cortezmouth,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Tablet,Low,4.6,7,365 days,38,36-45,0,,1
1974-04-07,Male,Lake Pamela,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,High,4.4,3,365 days,50,46-55,2,0.0,0
1997-05-30,Male,Paceshire,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.7,6,365 days,27,26-35,0,,1
1936-08-06,Female,Peggyville,Monthly,Visa,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,5.0,2,365 days,88,61+,1,0.0,2
1992-08-08,Female,South Courtney,Annual,Amex,Manual,Frequent,Books,Action,Smart TV,High,4.0,7,365 days,32,26-35,2,1.0,0
1977-02-14,Male,Port Suzannechester,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,3.6,8,365 days,47,46-55,1,1.0,1
1955-07-12,Female,Tracyfurt,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,10,365 days,69,61+,0,1.0,2
1972-07-14,Female,Cynthiamouth,Monthly,Amex,Manual,Frequent,Clothing,Comedy,Smart TV,Medium,3.2,4,365 days,52,46-55,1,1.0,2
1968-08-09,Male,North John,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,High,3.3,1,365 days,56,56-60,2,0.0,2
1986-11-09,Female,West Phillipstad,Monthly,Visa,Manual,Regular,Books,Drama,Smartphone,Medium,4.9,7,365 days,38,36-45,1,0.0,0
1934-05-08,Male,Port Tiffanyberg,Monthly,Amex,Manual,Regular,Clothing,Romance,Tablet,Low,3.6,5,365 days,90,61+,0,0.0,2
1953-04-07,Male,Gomezland,Annual,Mastercard,Manual,Frequent,Books,Action,Smart TV,High,3.4,10,365 days,71,61+,2,1.0,0
1999-07-11,Male,West Jamesside,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Tablet,Low,4.1,4,365 days,25,26-35,0,,0
1953-07-19,Female,Jessicafort,Monthly,Mastercard,Manual,Regular,Books,Documentary,Tablet,High,4.3,7,365 days,71,61+,2,0.0,0
1982-03-08,Male,Ryanville,Annual,Amex,Auto-renew,Frequent,Books,Comedy,Smartphone,High,4.0,5,365 days,42,36-45,2,1.0,0
1989-01-12,Female,Saundersstad,Monthly,Visa,Manual,Regular,Electronics,Drama,Tablet,High,4.1,6,365 days,35,36-45,2,0.0,1
1977-11-21,Female,Shepherdbury,Annual,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Low,4.9,8,365 days,47,46-55,0,1.0,1
1969-03-30,Female,Ballberg,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Smartphone,High,4.0,10,365 days,55,56-60,2,,2
1934-08-24,Female,Freemanfort,Annual,Mastercard,Manual,Frequent,Electronics,Romance,Tablet,High,4.0,4,365 days,90,61+,2,1.0,1
1976-06-15,Male,West Staceyport,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,High,5.0,1,365 days,48,46-55,2,0.0,1
1998-11-29,Male,North Anthony,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Medium,4.9,1,365 days,26,26-35,1,1.0,0
1938-08-02,Female,Maryland,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,Low,4.0,8,365 days,86,61+,0,0.0,0
1955-10-10,Male,Johnsonshire,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,4.2,7,365 days,69,61+,1,,0
1993-06-23,Female,North Matthew,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.9,6,365 days,31,26-35,1,1.0,2
1956-01-18,Female,Pettystad,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,Low,4.1,6,365 days,68,61+,0,,2
1953-05-31,Female,Johnstonstad,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,3.2,5,365 days,71,61+,1,1.0,1
1971-10-22,Male,Samuelview,Monthly,Visa,Manual,Occasional,Books,Romance,Tablet,Low,4.2,7,365 days,53,46-55,0,,0
1975-01-28,Female,South Justin,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,4.2,3,365 days,49,46-55,2,,0
1979-01-18,Male,Julieside,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Low,4.0,4,365 days,45,46-55,0,1.0,1
1949-10-30,Female,Wrighttown,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smart TV,High,4.2,3,365 days,75,61+,2,,0
1935-02-07,Male,West Sharon,Monthly,Visa,Manual,Regular,Books,Horror,Tablet,High,4.5,2,365 days,89,61+,2,0.0,0
1971-05-15,Male,Port Julieberg,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.5,5,365 days,53,46-55,1,,0
1954-11-27,Male,Bensonport,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,High,4.2,3,365 days,70,61+,2,0.0,1
1939-08-30,Female,North Jameschester,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Low,4.8,5,365 days,85,61+,0,1.0,1
1972-08-26,Male,New Ryan,Monthly,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,High,4.7,5,365 days,52,46-55,2,,1
1966-12-12,Female,Williamport,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.3,5,365 days,58,56-60,0,1.0,1
1985-03-18,Female,West Ninatown,Annual,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.5,5,365 days,39,36-45,2,,1
1993-01-04,Male,West Rebeccaland,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,High,3.0,1,365 days,31,26-35,2,0.0,0
1970-10-29,Female,East Jasontown,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,High,4.0,3,365 days,54,46-55,2,,0
1994-06-13,Male,Clayview,Annual,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.8,2,365 days,30,26-35,0,0.0,0
1990-09-29,Female,East Danny,Annual,Amex,Manual,Occasional,Books,Horror,Smart TV,Low,3.8,0,365 days,34,26-35,0,,0
1953-12-26,Female,Parsonsstad,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Low,3.6,1,365 days,71,61+,0,,0
1947-04-08,Female,Port Jenniferport,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,High,3.2,8,365 days,77,61+,2,1.0,2
2000-11-18,Male,Maryberg,Monthly,Visa,Manual,Regular,Electronics,Comedy,Tablet,Medium,3.3,9,365 days,24,18-25,1,0.0,1
1939-07-11,Male,Jonesport,Annual,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,High,4.8,6,365 days,85,61+,2,,0
1959-03-28,Male,Meghanmouth,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smart TV,Low,3.2,9,365 days,65,61+,0,,2
1967-09-16,Male,North Tiffany,Annual,Mastercard,Manual,Regular,Clothing,Romance,Smart TV,High,3.3,4,365 days,57,56-60,2,0.0,2
1951-07-04,Male,New Michael,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.5,6,365 days,73,61+,0,,0
1942-12-19,Male,Port Stevenstad,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.4,5,365 days,82,61+,2,0.0,1
1966-04-25,Female,Delgadoside,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smart TV,Low,4.7,6,365 days,58,56-60,0,,1
2004-06-02,Female,Port Jason,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Tablet,High,3.7,4,365 days,20,18-25,2,1.0,1
1957-04-26,Female,North Emily,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Medium,3.1,7,365 days,67,61+,1,,0
1943-10-21,Male,Madisonborough,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,5,365 days,81,61+,1,1.0,1
1940-09-11,Male,New Kathymouth,Monthly,Mastercard,Manual,Occasional,Electronics,Comedy,Smart TV,Low,4.5,1,365 days,84,61+,0,,1
1953-07-31,Male,Maryfurt,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.9,9,365 days,71,61+,0,,1
1970-01-07,Female,North Jesseborough,Annual,Visa,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,3.1,6,365 days,54,46-55,1,,2
2006-04-11,Male,West John,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,3.8,6,365 days,18,18-25,0,0.0,2
1969-03-19,Female,Port Tracy,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,High,4.7,10,365 days,55,56-60,2,1.0,1
1982-04-01,Female,Hughesport,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.2,4,365 days,42,36-45,0,1.0,0
1967-05-31,Male,West Adam,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,4,365 days,57,56-60,1,,1
1976-01-15,Female,Michaelport,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,5,365 days,48,46-55,0,1.0,1
1971-06-12,Female,Josephfort,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Tablet,High,4.6,0,365 days,53,46-55,2,0.0,2
1998-05-31,Male,Amandabury,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Smart TV,Medium,3.6,0,365 days,26,26-35,1,0.0,2
1980-02-28,Male,Lisaborough,Annual,Mastercard,Manual,Frequent,Books,Action,Tablet,High,3.4,10,365 days,44,36-45,2,1.0,0
1956-09-05,Female,East Matthewburgh,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.1,10,365 days,68,61+,1,1.0,0
1956-06-20,Male,Nelsonville,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,High,3.2,0,365 days,68,61+,2,,2
1959-02-22,Female,Shawnstad,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,5,365 days,65,61+,2,,2
1975-11-19,Female,East Seanview,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Low,4.0,3,365 days,49,46-55,0,1.0,0
1945-05-01,Male,West Charlesberg,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Low,4.4,10,365 days,79,61+,0,0.0,1
1968-07-26,Male,Danielsland,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,High,4.3,6,365 days,56,56-60,2,0.0,1
2000-05-04,Female,Brandonborough,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.1,6,365 days,24,18-25,2,1.0,0
1954-01-17,Male,North Brian,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,5,365 days,70,61+,2,,0
1971-05-07,Female,Port Christopher,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,3.5,2,365 days,53,46-55,2,,0
1995-02-18,Female,Port Raymondmouth,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,High,3.3,1,365 days,29,26-35,2,1.0,2
1958-07-02,Female,Masseyport,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.1,2,365 days,66,61+,2,0.0,1
1965-06-16,Female,South Jonathanshire,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smart TV,High,3.7,9,365 days,59,56-60,2,,2
1983-09-19,Male,Freemanland,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Medium,3.7,5,365 days,41,36-45,1,0.0,2
1972-03-05,Male,South Brandonmouth,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.1,0,365 days,52,46-55,2,0.0,2
1978-11-09,Male,Joshuamouth,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,High,4.0,6,365 days,46,46-55,2,0.0,0
1984-11-12,Female,East Michaelstad,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,4.2,0,365 days,40,36-45,2,,1
1980-10-31,Male,Cannonshire,Annual,Amex,Manual,Regular,Clothing,Drama,Tablet,Medium,4.2,9,365 days,44,36-45,1,0.0,2
1977-09-22,Female,Wilsonborough,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Tablet,High,4.0,1,365 days,47,46-55,2,,2
1999-10-09,Male,South Timothy,Annual,Mastercard,Auto-renew,Frequent,Books,Drama,Smartphone,High,4.0,8,365 days,25,26-35,2,1.0,0
1935-05-11,Male,Patriciaton,Annual,Amex,Manual,Occasional,Clothing,Action,Smart TV,Medium,3.6,2,365 days,89,61+,1,,2
2004-01-21,Female,North Brian,Monthly,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,3.3,7,365 days,20,18-25,1,1.0,2
1935-12-26,Male,East Thomas,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,5,365 days,89,61+,1,0.0,0
1949-08-23,Female,Davisport,Monthly,Mastercard,Manual,Occasional,Books,Romance,Smart TV,Low,3.0,6,365 days,75,61+,0,,0
1967-02-27,Male,Lewisfurt,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,High,4.6,0,365 days,57,56-60,2,,1
1974-08-22,Male,Johnchester,Monthly,Amex,Auto-renew,Regular,Books,Romance,Smart TV,High,3.8,8,365 days,50,46-55,2,0.0,0
1995-01-05,Male,Port Codyland,Annual,Amex,Manual,Regular,Books,Action,Tablet,Medium,4.8,0,365 days,29,26-35,1,0.0,0
1933-11-30,Male,Douglasburgh,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Low,3.7,4,365 days,91,61+,0,,0
1994-11-02,Female,Ethanburgh,Annual,Amex,Manual,Occasional,Electronics,Horror,Smart TV,Low,4.0,6,365 days,30,26-35,0,,1
1968-03-27,Male,North Robert,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,High,4.3,7,365 days,56,56-60,2,1.0,0
1945-01-30,Female,Soniabury,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,3.9,3,365 days,79,61+,1,0.0,1
1991-07-06,Female,Carlosborough,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Smart TV,Low,4.2,0,365 days,33,26-35,0,,2
1936-05-01,Male,New Ann,Annual,Mastercard,Manual,Occasional,Books,Horror,Tablet,High,4.9,1,365 days,88,61+,2,,0
1954-03-31,Male,Port Brendafort,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Medium,4.2,2,365 days,70,61+,1,0.0,2
1969-03-21,Female,Lake Meagan,Annual,Visa,Manual,Frequent,Books,Comedy,Smart TV,Medium,4.8,10,365 days,55,56-60,1,1.0,0
1996-03-04,Male,Bradleyview,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Medium,4.5,8,365 days,28,26-35,1,,0
1993-09-04,Female,West Richard,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smartphone,Medium,3.1,3,365 days,31,26-35,1,,2
1966-05-25,Male,New Michael,Monthly,Visa,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Low,4.5,10,365 days,58,56-60,0,,2
1992-09-18,Female,Jessicafort,Annual,Visa,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.2,3,365 days,32,26-35,0,,0
1940-02-07,Female,East Timothyside,Monthly,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,High,3.7,5,365 days,84,61+,2,0.0,2
1973-05-23,Female,Villaburgh,Monthly,Mastercard,Manual,Frequent,Books,Drama,Smart TV,Low,4.1,5,365 days,51,46-55,0,1.0,0
2004-03-08,Female,Lisamouth,Annual,Visa,Manual,Regular,Books,Horror,Tablet,Medium,4.3,5,365 days,20,18-25,1,0.0,0
1964-02-29,Male,East Monica,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,High,4.3,2,365 days,60,61+,2,0.0,1
1938-05-31,Female,Elizabethhaven,Monthly,Amex,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,3.4,10,365 days,86,61+,2,1.0,1
1933-08-24,Female,Andrewview,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,High,4.8,10,365 days,91,61+,2,1.0,1
1946-05-08,Male,East Gregoryshire,Monthly,Amex,Manual,Regular,Clothing,Action,Smart TV,Medium,5.0,1,365 days,78,61+,1,0.0,2
1969-09-07,Female,Romeroshire,Annual,Visa,Manual,Frequent,Books,Horror,Smartphone,Medium,3.8,6,365 days,55,56-60,1,1.0,0
1957-09-26,Male,New Richard,Annual,Amex,Auto-renew,Frequent,Clothing,Action,Tablet,Low,3.1,8,365 days,67,61+,0,1.0,2
1946-01-08,Female,Lake Joanneside,Monthly,Amex,Manual,Occasional,Books,Horror,Smart TV,Medium,4.1,1,365 days,78,61+,1,,0
1993-08-23,Male,North Kyletown,Monthly,Mastercard,Manual,Regular,Clothing,Drama,Smart TV,Low,4.6,5,365 days,31,26-35,0,0.0,2
1952-06-16,Male,Lake Ericborough,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.4,8,365 days,72,61+,0,,0
1963-02-19,Female,Bowenland,Monthly,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.0,2,365 days,61,61+,0,1.0,2
2002-11-14,Female,New Jeffery,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,3.6,2,365 days,22,18-25,2,1.0,1
2002-02-17,Male,Lake Kelly,Monthly,Amex,Manual,Occasional,Books,Comedy,Smart TV,Medium,4.6,5,365 days,22,18-25,1,,0
1983-07-17,Female,Rodriguezstad,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Tablet,High,4.4,4,365 days,41,36-45,2,0.0,1
1957-11-12,Female,Alexandrachester,Monthly,Visa,Manual,Regular,Books,Drama,Smart TV,Medium,3.5,9,365 days,67,61+,1,0.0,0
1962-08-03,Female,South Stephanie,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,High,4.8,4,365 days,62,61+,2,0.0,2
1937-06-28,Female,Vargasberg,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,High,4.9,8,365 days,87,61+,2,1.0,1
1959-01-14,Female,South Donaldview,Annual,Amex,Auto-renew,Frequent,Books,Drama,Tablet,High,4.4,2,365 days,65,61+,2,1.0,0
1998-09-14,Male,Port Seanmouth,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.9,4,365 days,26,26-35,2,0.0,1
1961-10-18,Female,South Moniqueburgh,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Low,3.4,4,365 days,63,61+,0,,1
1991-04-18,Male,Rickytown,Annual,Mastercard,Manual,Occasional,Books,Drama,Smartphone,Medium,4.9,10,365 days,33,26-35,1,,0
1988-01-24,Male,Freemanstad,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.1,6,365 days,36,36-45,0,1.0,2
1988-09-24,Female,Greenberg,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Low,4.3,3,365 days,36,36-45,0,0.0,2
1994-07-28,Female,Davisberg,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.4,0,365 days,30,26-35,1,,0
1954-07-17,Male,Loriborough,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,High,4.2,8,365 days,70,61+,2,,2
1952-05-15,Male,Lake Donald,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,4.6,3,365 days,72,61+,2,0.0,0
1985-11-15,Male,Brandonmouth,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.5,4,365 days,39,36-45,0,1.0,2
1934-01-15,Male,Angelatown,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,Low,4.8,3,365 days,90,61+,0,1.0,2
2000-05-12,Male,Cruzton,Annual,Amex,Auto-renew,Regular,Clothing,Action,Smart TV,Low,3.7,4,365 days,24,18-25,0,0.0,2
1980-12-18,Female,Aprilview,Monthly,Mastercard,Manual,Frequent,Clothing,Drama,Smart TV,High,3.3,7,365 days,44,36-45,2,1.0,2
1953-03-30,Male,Richardview,Annual,Visa,Manual,Frequent,Books,Action,Tablet,Low,3.0,2,365 days,71,61+,0,1.0,0
1961-08-26,Male,Lake Melaniestad,Annual,Amex,Manual,Frequent,Electronics,Documentary,Smart TV,Medium,3.9,0,365 days,63,61+,1,1.0,1
1936-10-21,Male,South Rebecca,Annual,Amex,Manual,Frequent,Books,Documentary,Tablet,High,4.9,4,365 days,88,61+,2,1.0,0
1976-09-13,Male,Lindaville,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,4.6,0,365 days,48,46-55,0,,0
1983-06-16,Female,Lake Tiffanyberg,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,0,365 days,41,36-45,0,0.0,0
1978-01-12,Female,North Angela,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Low,4.2,1,365 days,46,46-55,0,1.0,1
1968-06-22,Female,Micheleberg,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,4.5,10,365 days,56,56-60,2,,1
1958-08-06,Male,Port Sandraborough,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Smartphone,Medium,4.9,5,365 days,66,61+,1,1.0,0
1938-09-16,Female,Martinburgh,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smartphone,High,3.7,0,365 days,86,61+,2,,1
2000-02-27,Female,Lake Keith,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.9,10,365 days,24,18-25,2,1.0,2
1960-07-14,Female,South Jenniferview,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,High,4.3,3,365 days,64,61+,2,,0
1983-04-20,Female,Lake Edward,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.5,1,365 days,41,36-45,0,1.0,2
1977-12-17,Male,North Kristenberg,Monthly,Amex,Manual,Regular,Books,Documentary,Smart TV,Medium,3.6,2,365 days,47,46-55,1,0.0,0
1972-09-22,Male,East Jonathanhaven,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,6,365 days,52,46-55,0,0.0,0
1952-12-05,Male,West Antonioburgh,Annual,Mastercard,Manual,Regular,Books,Romance,Smart TV,Medium,3.4,6,365 days,72,61+,1,0.0,0
1969-02-14,Male,New Robert,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,3.6,3,365 days,55,56-60,1,,0
1996-07-03,Male,Andreastad,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Medium,4.6,5,365 days,28,26-35,1,,1
1990-02-06,Female,North Jonathan,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0,365 days,34,26-35,0,,1
1934-09-02,Female,Port Michaeltown,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.9,8,365 days,90,61+,2,1.0,1
1945-02-23,Female,West Matthew,Monthly,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,High,3.9,0,365 days,79,61+,2,,0
1937-11-01,Male,Lake Amandaton,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,4.0,0,365 days,87,61+,1,,1
1943-06-03,Male,Harrismouth,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smartphone,High,3.0,3,365 days,81,61+,2,0.0,2
1968-03-27,Female,Walterchester,Annual,Visa,Manual,Occasional,Clothing,Horror,Smartphone,High,3.7,8,365 days,56,56-60,2,,2
1947-12-27,Male,South Patricia,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,5.0,5,365 days,77,61+,1,,0
1986-07-25,Male,Lake Tiffany,Annual,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,Medium,3.3,7,365 days,38,36-45,1,0.0,2
1955-11-26,Male,Zacharychester,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.8,7,365 days,69,61+,2,1.0,2
1987-12-11,Female,Meyerburgh,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.4,8,365 days,37,36-45,2,,1
1974-08-16,Male,New Carolborough,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smartphone,High,4.5,9,365 days,50,46-55,2,,1
1961-06-22,Female,West Taylorhaven,Annual,Mastercard,Manual,Frequent,Electronics,Horror,Smart TV,High,4.4,3,365 days,63,61+,2,1.0,1
1980-01-08,Female,New Phillip,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.9,2,365 days,44,36-45,1,,1
1972-06-21,Female,Danaland,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,Low,5.0,5,365 days,52,46-55,0,,1
1972-09-03,Female,Tinamouth,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smart TV,High,3.5,0,365 days,52,46-55,2,,2
1951-12-28,Female,North Sarah,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,4.1,6,365 days,73,61+,1,,1
1952-05-17,Female,Powellmouth,Monthly,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.4,10,365 days,72,61+,0,,2
